id,quote,author
44;"Se os teus sonhos não te assustam, eles não são grandes o suficiente.";"Ellen Johnson Sirleaf"
45;"Se você pensa que consegue, ou que não consegue, você está certo.";"Henry Ford"
46;"Você perde 100% das oportunidades que não aproveita.";"Wayne Gretzky"
47;"Eu nunca falhei. Eu apenas encontrei 10 mil maneiras que não funcionam.";"Thomas Edison"
48;"É melhor falhar na originalidade do que ter sucesso na imitação.";"Herman Melville"
49;"Coragem é preparo e não mera disposição eufórica.";"Mario Sergio Cortella"
50;"A motivação é uma porta que se abre por dentro.";"Mario Sergio Cortella"
51;"A vida é 10% o que acontece a você e 90% como você reage a isso.";"Charles Swindoll"
52;"A vida não é um problema a ser resolvido, mas uma realidade a ser experimentada.";"Soren Kierkegaard"
53;"Quando vires um homem bom, tenta imitá-lo; quando vires um homem mau, examina-te a ti mesmo.";"Confúcio"
54;"Todos os dias, faça algo que te assuste.";"Eleanor Roosevelt"
55;"É maravilhoso que ninguém precise esperar um único momento antes de começar a melhorar o mundo.";"Anne Frank"
56;"Transforme suas feridas em sabedoria.";"Oprah Winfrey"
57;"Não seja controlado pelos medos da sua mente. Seja conduzido pelos sonhos do seu coração.";"Roy T. Bennett"
58;"Você deve criar seu próprio livro de regras e viver sua vida da maneira que quiser.";"Reese Evans"
59;"Ontem eu era inteligente, então queria mudar o mundo. Hoje sou sábio, então estou mudando a mim mesmo.";"Rumi"
60;"Feito é melhor que perfeito.";"Sheryl Sandberg"
61;"A melhor maneira de prever seu futuro é criá-lo.";"Alan Kay"
62;"Nada vai embora até que nos ensine o que precisamos saber.";"Pema Chodron"
63;"Seja a mudança que você deseja ver no mundo.";"Mahatma Gandhi"
64;"A vida é como andar de bicicleta. Para manter o equilíbrio, você deve continuar se movendo.";"Albert Einstein"
65;"A vida se encolhe ou se expande em proporção à sua coragem.";"Anaïs Nin"
66;"Seja feliz neste momento. Este momento é a sua vida.";"Omar Khayyām"
67;"A vida não é encontrar a si mesmo. A vida é criar a si mesmo.";"George Bernard Shaw"
68;"Obstáculos são injeções de ânimo ou desânimo, você escolhe.";"Fernando Faria"
69;"O otimismo é a fé em ação. Nada se pode ser feito sem otimismo.";"Helen Keller"
70;"A coragem está um passo à frente do medo.";"Coleman Young"
71;"Seja profundamente apaixonado pela vida. Pois a vida é um espetáculo imperdível.";"Augusto Cury"
72;"A vida vale a pena quando você torce para ela não acabar.";"Clóvis de Barros Filho"
73;"Quando você começa a caminhar, o caminho aparece.";"Rumi"
74;"Em si, a vida é neutra. Nós a fazemos bela, nós a fazemos feia; a vida é a energia que trazemos a ela.";"Osho"
75;"Escreva em seu coração: todo dia é o melhor dia do ano.";"Ralph Waldo Emerson"
76;"A vida é uma prática. Você é aquilo que faz todos os dias.";"Isaac Asimov"
77;"Os professores abrem a porta, mas você deve entrar por você mesmo.";"Provérbio Chinês"
78;"Você é o que se habituou a ser.";"Provérbio Árabe"
79;"Se você pode ir até o profundo do abismo, também poderá chegar ao topo da montanha!";"Cesar Silva"
80;"Fale com você mesmo como falaria com alguém que ama.";"Brené Brown"
81;"O propósito da vida é encontrar o maior fardo que você pode carregar e carregá-lo.";"Jordan B. Peterson"
82;"Seguir em frente nos dá liberdade e a liberdade é a única condição para a felicidade.";"Thich Nhat Hanh"
83;"O mundo que você anseia pode ser conquistado. Existe, é real, é possível, é seu.";"Ayn Rand"
84;"A sabedoria não vem do acerto, mas do aprendizado com os erros.";"Monja Coen"
85;"Nunca subestime o poder de sua visão para mudar o seu mundo.";"Caio Carneiro"
86;"Você só vive uma vez. Por isso divirta-se.";"Coco Chanel"
87;"E você? Quando vai começar aquela longa jornada dentro de si mesmo?";"Rumi"
88;"o mundo<br>te dá<br>tanta dor<br>e aqui está você<br>transformando-a em ouro";"Rupi Kaur"
89;"Fomos criados para avançar, crescer e subir a novas alturas. A nossa natureza é de crescimento, e isso implica esforço e trabalho duro.";"Tiago Brunet"
90;"Às vezes, sua alegria é a fonte do seu sorriso, mas outras vezes, o seu sorriso pode ser a fonte da sua alegria.";"Thich Nhat Hanh"
91;"Não existe um caminho para a felicidade. A felicidade é o caminho.";"Thich Nhat Hanh"
92;"Você está onde está por causa de quem era, mas onde você vai depende inteiramente de quem você escolhe ser.";"Hal Elrod"
93;"um dia<br>decidi ser eu<br>e nunca mais<br>voltei atrás";"Ryane Leão"
94;"A incerteza é algo presente, desejável e necessário para a evolução.";"Nassim Nicholas Taleb"
95;"Nunca confunda uma única derrota com uma derrota final.";"F. Scott Fitzgerald"
96;"Ninguém é responsável pelo meu fracasso. Ninguém é responsável pela minha felicidade.";"Leandro Karnal"
97;"Se você só tiver disposto a realizar o que é fácil, a vida será difícil. Mas se concordar em fazer o que é difícil, a vida será fácil.";"T. Harv Eker"
98;"Tudo o que temos de decidir é o que fazer com o tempo que nos é dado.";"J. R. R. Tolkien"
99;"Há momentos para ficar parado e o que você quer virá até você, e há momentos para sair para o mundo e encontrar isso por si mesmo.";"Lemony Snicket"
100;"Se você quer voar, tem que largar aquilo que te puxa para baixo.";"Toni Morrison"
101;"Este é o verdadeiro segredo da vida - estar completamente comprometido com o que você está fazendo aqui e agora.";"Alan Watts"
102;"Nossa própria vida tem que ser nossa mensagem.";"Thich Nhat Hanh"
103;"Você é o único representante de seu sonho na face da terra.";"Emicida"
104;"Braços fortes podem mover rochedos, mas palavras fortes podem mover montanhas.";"Sylvester Stallone"
105;"Os problemas são a base para continuar crescendo.";"Tiago Brunet"
106;"Pare de procurar as tempestades e aproveite melhor a luz do sol.";"Gordon B. Hinckley"
107;"Trabalho é amor tornado visível.";"Khalil Gibran"
108;"Sem trabalho duro, nada cresce, apenas as ervas daninhas .";"Gordon B. Hinckley"
109;"Em vez de se preocupar com o que você não pode mudar, vire a sua energia para o que você pode criar.";"Roy T. Bennett"
110;"A tarefa mais importante de uma pessoa que vem ao mundo é criar algo.";"Paulo Freire"
111;"Dentro de nós. Esse é o único lugar em que a felicidade perene pode ser encontrada.";"Sri Prem Baba"
112;"Seu legado está sendo escrito por você. Tome as decisões corretas.";"Gary Vaynerchuk"
113;"Para melhorar a qualidade de vida, melhore a qualidade de seus pensamentos.";"Brian Tracy"
114;"Olhe atentamente para o presente que você está construindo: ele deve se parecer com o futuro com o qual você está sonhando.";"Alice Walker"
115;"A história já nos mostrou que a coragem pode ser contagiosa e que a esperança pode ter vida própria.";"Michelle Obama"
116;"Se você conviver com as galinhas, você vai cacarejar e se você conviver com as águias, você vai voar.";"Steve Maraboli"
117;"Todos temos dentro de nós uma insuspeita reserva de força que emerge quando a vida nos põe à prova.";"Isabel Allende"
118;"Quando você sair da tempestade, você não será a mesma pessoa que era quando entrou. Esse é o objetivo da tempestade.";"Haruki Murakami"
119;"Deixe que doa. Deixe que sangre. Deixe que cure. E deixe para lá.";"Nikita Gill"
120;"Você tem que treinar seu cérebro para ser positivo, assim como você treina seu corpo.";"Shawn Achor"
121;"Eu amarei a luz, pois ela me mostra o caminho, mas suportarei a escuridão porque ela me mostra as estrelas.";"Og Mandino"
122;"O que te machuca, te abençoa. A escuridão é a sua vela.";"Rumi"
123;"Considere-se com sorte na próxima vez que encontrar o medo, pois é aí que surge a coragem.";"Pema Chödrön"
124;"Não se pode caminhar em direção ao futuro com um pé no passado.";"Marcio Kühne"
125;"Saber esperar é a arte de exercer liderança e obediência a você mesmo.";"Roberto Reis"
126;"Abandone a pessoa que você acha que deve ser e seja você mesmo.";"Brené Brown"
127;"Felicidade não é a crença de que não precisamos mudar, é a percepção de que podemos.";"Shawn Achor"
128;"A excelência não é um destino, é uma viagem contínua que nunca termina.";"Brian Tracy"
129;"A vida não fica mais fácil ou mais misericordiosa, nós é que ficamos mais fortes e resistentes.";"Steve Maraboli"
130;"Sincronize os teus passos com o amor e siga em frente, ele sempre te leva aonde você precisa chegar.";"Edna Frigato"
131;"A disciplina é a mãe do êxito.";"Ésquilo"
132;"Só existe um êxito: a capacidade de levar a vida que se quer.";"Cristopher Morley"
133;"O homem não teria alcançado o possível se, repetidas vezes, não tivesse tentado o impossível.";"Max Weber"
134;"Transportai um punhado de terra todos os dias e fareis uma montanha.";"Confúcio"
135;"Quando uma criatura humana desperta para um grande sonho e sobre ele lança toda a força de sua alma, todo o universo conspira a seu favor.";"Johann Wolfgang von Goethe"
136;"Quem quer vencer um obstáculo deve armar-se da força do leão e da prudência da serpente.";"Píndaro"
137;"Tudo o que a mente humana pode conceber, ela pode conquistar.";"Napoleon Hill"
138;"A adversidade desperta em nós capacidades que, em circunstâncias favoráveis, teriam ficado adormecidas.";"Horácio"
139;"É sempre a sua vez de fazer a próxima jogada.";"Napoleon Hill"
140;"Habilidade é o que você é capaz de fazer. Motivação determina o que você faz. Atitude determina a qualidade do que você faz.";"Lou Holtz"
141;"Crie a melhor, a mais grandiosa visão possível para sua vida, porque você se torna aquilo que você acredita.";"Oprah Winfrey"
142;"Você só acertará aquilo que estiver na sua mira. Então mire alto!";"Henry David Thoreau"
143;"⁠A menos que esteja disposto a experimentar coisas novas, você nunca vai descobrir todo o seu potencial.";"Wim Hof"
144;"⁠Você não escolhe de onde vem, mas sempre tem o controle da direção para onde está indo.";"Chris Colfer"
145;"Ação é a medida real da inteligência.";"Napoleon Hill"
146;"⁠A coragem é algo que ninguém pode tirar de você.";"Chris Colfer"
147;"O plano mais seguro é não depender da sorte.";"Napoleon Hill"
148;"A ⁠transformação é um processo, não um evento.";"John P. Kotter"
149;"Pessoas muito ocupadas sempre encontram tempo para tudo. Pelo contrário, pessoas preguiçosas nunca encontram tempo para nada.";"Ernest Dimnet"
150;"⁠Nossos sucessos e fracassos vêm e vão - eles não nos definem nem determinam nosso valor.";"Kristin Neff"
151;"Quando somos bons para os outros, somos ainda melhores para nós.";"Benjamin Franklin"
152;"Nossos melhores sucessos vêm depois de nossas maiores decepções.";"Henry Ward Beecher"
153;"O lucro do nosso estudo é tornarmo-nos melhores e mais sábios.";"Michel de Montaigne"
154;"O homem que perdeu a estima por si mesmo deixa de ser bom para algo de grande ou magnânimo.";"Giacomo Leopardi"
155;"Plante um pensamento, colha uma ação. Plante uma ação, colha um hábito. Plante um hábito, colha caráter. Plante caráter, colha um destino.";"Stephen Covey"
156;"É melhor acender uma vela do que amaldiçoar a escuridão.";"William L. Watkinson"
157;"⁠Continue curioso, continue estranho, continue gentil e não deixe ninguém dizer que você não é inteligente, corajoso ou digno o suficiente.";"Alex Hirsch"
158;"⁠Não estou competindo com ninguém além de mim mesmo. Meu objetivo é melhorar continuamente.";"Bill Gates"
159;"A felicidade não é um sentimento, é uma forma de ser.";"Mark Rowlands"
160;"Você pode criar seu próprio final, independentemente do que aconteceu antes.";"Stephanie Butland"
161;"⁠Quem você é, o que pensa, sente e faz, o que ama... É a soma daquilo em que você se concentra.";"Cal Newport"
162;"⁠A sua ânsia de melhorar encontrará o caminho ideal para levá-lo à inteireza de seu ser.";"Rogério Liporaci"
163;"⁠Tenha o sol em sua alma e a primavera em seus passos.";"Rachel Bright"
164;"A felicidade não é algo que simplesmente acontece. É algo que nós fazemos acontecer.";"Mihaly Csikszentmihalyi"
165;"⁠Procure bênçãos ocultas nas situações difíceis.";"M. J. Ryan"
166;"⁠A felicidade não surge apenas ao aproveitar a vida de momento em momento, mas também da sensação de satisfação e fluxo que surge quando usamos as nossas capacidades ao máximo.";"M. J. Ryan"
167;"Quando mudamos a forma de ver as coisas, as coisas mudam.";"Esther Hicks"
168;"Não tenho medo de tempestades, porque estou aprendendo a navegar no meu navio.";"Greer Hendricks"
169;"Tentar é a condição humana.";"Jill Lepore"
170;"⁠Nada dura para sempre, exceto a mudança.";"Nancy Springer"
171;"Viva, dance, ria, ame, corra, descubra, vibre, aproveite. Nunca perca de vista o principal: a história tem um fim.";"Virginie Grimaldi"
172;"⁠Nossas vidas refletem nossos corações.";"Shelby Mahurin"
173;"Vale sempre a pena repetir: vencedores constroem pontes. Perdedores constroem paredes.";"House of Cards"
174;"A vida não é fácil para nenhum de nós. Temos que ter persistência e, acima de tudo, confiança em nós mesmos.";"Marie Curie"
175;"Se você decidir que irá fazer apenas o que sabe que dará certo, estará deixando um monte de oportunidades para trás.";"Jeff Bezos"
176;"Problemas existem para serem resolvidos, não para perturbar-nos.";"Augusto Cury"
177;"Transforme sonho em suor, pensamento em ação.";"Bráulio Bessa"
178;"Tudo é possível. O impossível apenas demora mais.";"Dan Brown"
179;"O que você vê na sua mente é o que vai ter na mão.";"Bob Proctor"
180;"Viva até às lágrimas.";"Albert Camus"
181;"Mudanças incríveis acontecem em sua vida quando você decide tomar controle sobre o que tem poder, em vez de tentar controlar algo sobre o qual não tem poder.";"Steve Maraboli"
182;"Liberte-se e veja as estrelas surgirem: do lado de fora e do lado de dentro.";"Elizabeth Gilbert"
183;"Quando você tem uma meta, o que era obstáculo passa a ser etapa.";"Marcio Kühne"
184;"A inteligência é a capacidade de se adaptar à mudança.";"Stephen Hawking"
185;"A vida começa no final de sua zona de conforto.";"Neale Donald Walsch"
186;"Você não encontra uma vida feliz. Você a cria.";"Camilla Kimball"
187;"A felicidade costuma entrar sorrateiramente por uma porta que você não sabia que tinha deixado aberta.";"John Barrymore"
188;"Vamos criar nosso futuro agora e tornar os nossos sonhos na realidade de amanhã.";"Malala Yousafzai"
189;"Um campeão não é definido pelas suas vitórias, mas pelo modo como ele se recupera quando cai.";"Serena Williams"
190;"O que pode mudar seu pensamento, pode mudar seu destino.";"Stephen Covey"
191;"Oportunidades não acontecem, é você que cria.";"Chris Grosser"
192;"O ponto de partida de toda conquista é a vontade.";"Napoleon Hill"
193;"O sucesso é a soma de pequenos esforços repetidos.";"Robert Collier"
194;"Sucesso é gostar de si mesmo, gostar do que você faz e gostar de como você faz.";"Maya Angelou"
195;"O primeiro passo para o sucesso é dado quando você se recusa a ser prisioneiro do local onde você se encontra.";"Mark Caine"
196;"Não aceito mais as coisas que não posso mudar, estou mudando as coisas que não posso aceitar.";"Angela Davis"
197;"Você tem que agir como se fosse possível transformar radicalmente o mundo. E você tem que fazer isso o tempo todo.";"Angela Davis"
198;"Você deve esperar grandes coisas de si mesmo antes de poder realizá-las.";"Michael Jordan"
199;"Nosso maior medo não deve ser do fracasso, mas de ter sucesso nas coisas da vida que não importam.";"Francis Chan"
200;"A felicidade não depende do que você é ou do que tem, mas exclusivamente do que você pensa.";"Dale Carnegie"
201;"Você mede o tamanho da realização pelos obstáculos que teve de superar para atingir seus objetivos.";"Booker T. Washington"
202;"O fracasso é o tempero que dá sabor ao sucesso.";"Truman Capote"
203;"Quando tudo parecer estar indo contra você, lembre-se de que o avião decola contra o vento, não na direção dele.";"Henry Ford"
204;"Seu tempo é limitado, então não o desperdice vivendo a vida de outra pessoa.";"Steve Jobs"
205;"Tudo o que você sempre quis está do outro lado do medo.";"George Addair"
206;"Não sou um produto das minhas circunstâncias. Sou um produto de minhas decisões.";"Stephen Covey"
207;"A única maneira de fazer um ótimo trabalho é amar aquilo que você faz.";"Steve Jobs"
208;"O futuro pertence àqueles que acreditam na beleza dos seus sonhos.";"Eleanor Roosevelt"
209;"Não olhe para o relógio, faça o que ele faz: continue sempre.";"Sam Levenson"
210;"Eu sou o mestre de meu destino. Eu sou o capitão de minha alma.";"William Ernest Henley"
211;"A melhor maneira de nos prepararmos para o futuro é concentrar toda a imaginação e entusiasmo na execução perfeita do trabalho de hoje.";"Dale Carnegie"
212;"Não há santo sem passado, nem pecador sem futuro.";"Santo Agostinho"
213;"O que quer que você seja, seja o melhor.";"Abraham Lincoln"
214;"O passado não é igual ao futuro.";"Tony Robbins"
215;"Estaremos duas vezes armados se lutarmos com fé.";"Platão"
216;"Até a mente mais sábia ainda tem algo para aprender.";"George Santayana"
217;"Quem olha para fora, sonha; quem olha para dentro, acorda.";"Carl Jung"
218;"O momento mais assustador é sempre antes de você começar.";"Stephen King"
219;"Os caminhos se fazem caminhando.";"Franz Kafka"
220;"A diligência é a mãe da boa sorte.";"Miguel de Cervantes"
221;"Você é a pessoa por quem você estava esperando.";"Joe Dispenza"
222;"Se você é livre, precisa libertar outra pessoa. Se você tem algum poder, sua missão é empoderar outra pessoa.";"Toni Morrison"
223;"Escute, sorria, concorde e depois faça o que você quiser.";"Robert Downey Jr"
224;"Nosso destino não está escrito nas estrelas, mas em nós mesmos...";"William Shakespeare"
225;"Não há nada de nobre em ser superior a seus semelhantes; a verdadeira nobreza é ser superior a quem você era.";"Ernest Hemingway"
226;"Pessoas extremas obtêm resultados extremos.";"Sam Altman"
227;"A adversidade revela o gênio, a prosperidade o oculta.";"Horácio"
228;"Embora o mundo esteja cheio de sofrimento, ele também está cheio de superação.";"Helen Keller"
229;"De uma forma suave, você pode agitar o mundo.";"Mahatma Gandhi"
230;"O segredo de ficar na frente é começar.";"Mark Twain"
231;"Um navio no porto está seguro, mas não é para isso que os navios são construídos.";"John A. Shedd"
232;"Mire na lua e, se errar, você ainda estará entre as estrelas.";"Les Brown"
233;"Nem todos os que vagueiam estão perdidos.";"J. R. R. Tolkien"
234;"Você não precisa ver toda a escada, basta dar o primeiro passo.";"Martin Luther King Jr."
235;"Ocupe-se vivendo ou ocupe-se morrendo.";"Stephen King"
236;"Nós somos nossas escolhas.";"Jean-Paul Sartre"
237;"Você pode ser feliz onde está.";"Joel Osteen"
238;"Você muda o mundo sendo você mesmo.";"Yoko Ono"
239;"Um grama de ação vale uma tonelada de teoria.";"Friedrich Engels"
240;"A vida começa do outro lado do desespero.";"Jean-Paul Sartre"
241;"Não temos medo do futuro. Estamos aqui para moldá-lo.";"Barack Obama"
242;"Não é o tamanho do cachorro na luta, mas o tamanho da luta no cachorro.";"Mark Twain"
243;"Os homens mais sábios seguem sua própria direção.";"Eurípides"
244;"Para se encontrar, pense por si mesmo.";"Sócrates"
245;"A verdade, a bondade e a beleza são apenas faces diferentes de uma mesma coisa.";"Ralph Waldo Emerson"
246;"Você não pode encontrar a paz evitando a vida.";"Virgínia Woolf"
247;"Apenas confie em si mesmo e você saberá como viver.";"Johann Wolfgang von Goethe"
248;"Escutando seu próprio coração, você começará a se mover na direção certa.";"Osho"
249;"O mundo quebra todos nós, e depois, alguns se tornam mais fortes nos lugares que foram quebrados.";"Ernest Hemingway"
250;"Os erros são portais para a descoberta.";"James Joyce"
251;"É preciso coragem para crescer e se tornar quem você realmente é.";"E.E. Cummings"
252;"A clareza precede o sucesso.";"Robin Sharma"
253;"A autoconfiança é a memória do sucesso.";"David Storey"
254;"Excelência não é uma habilidade, é uma atitude.";"Ralph Marston"
255;"Esperança é conseguir ver que há luz apesar de todas as trevas.";"Desmond Tutu"
256;"Você não pode esperar por inspiração. Você tem que ir atrás dela.";"Jack London"
257;"Não podemos curar o mundo de suas dores, mas podemos escolher viver com alegria.";"Joseph Campbell"
258;"Adote o ritmo da natureza: o segredo dela é a paciência.";"Ralph Waldo Emerson"
259;"Beleza é poder; um sorriso é sua espada.";"John Ray"
260;"Confie nos sonhos, pois neles está oculta a porta para a eternidade.";"Khalil Gibran"
261;"Pérolas não aparecem na praia. Se você quiser uma, precisa mergulhar.";"Provérbio chinês"
262;"Não podemos recuperar o ontem, mas podemos ganhar ou perder o amanhã.";"Lyndon B. Johnson"
263;"O pessimismo leva à fraqueza, o otimismo ao poder.";"William James"
264;"Em cada dia, existem 1440 minutos. Isso significa que temos 1440 oportunidades diárias de causar um impacto positivo.";"Les Brown"
265;"O otimismo perpétuo é uma força multiplicadora.";"Colin Powell"
266;"Depois que você escolhe a esperança, tudo é possivel.";"Christopher Reeve"
267;"Milagres acontecem com aqueles que acreditam neles.";"Bernhard Berenson"
268;"Tenha grandes pensamentos, mas aprecie os pequenos prazeres.";"H. Jackson Brown"
269;"Tudo o que não nos destrói, torna-nos mais fortes...";"Friedrich Nietzsche"
270;"Eu irei a qualquer lugar, contanto que seja para a frente.";"David Livingston"
271;"Milagres nascem da convicção.";"Marianne Williamson"
272;"Este pode ser o primeiro dia de sua nova vida.";"Robin Sharma"
273;"Você é a alegria procurando uma forma de se expressar.";"Esther Hicks"
274;"Uma alegria espanta cem tristezas.";"Provérbio chinês"
